Tool,Description,href,toolset,desc,toolb
TIN Triangle,"Exports triangle faces from a TIN dataset to polygon features  and provides slope, aspect, and optional attributes of hillshade and tag values for each triangle.",/en/pro-app/2.7/tool-reference/3d-analyst/an-overview-of-the-tin-dataset-toolset.htm#GUID-C9D43C89-9867-4DE5-9F32-96A48F0C48F2,TIN Dataset,"Contains tools for creating, modifying, and converting triangulated irregular network (TIN) datasets.",3D Analyst toolbox
Decimate TIN Nodes,Creates a triangulated irregular network (TIN) dataset using a subset of nodes from a source TIN.,/en/pro-app/2.7/tool-reference/3d-analyst/an-overview-of-the-triangulated-surface-toolset.htm,Triangulated Surface,"Provides analysis tools that enable the determination of surface properties of TIN, terrain, and LAS datasets, such as contours, slope, aspect, hillshade, difference calculation, volumetric computations, and outlier detection.",3D Analyst toolbox
Extrude Between,Creates 3D features by extruding each input feature between two triangulated irregular network (TIN) datasets.,/en/pro-app/2.7/tool-reference/3d-analyst/an-overview-of-the-triangulated-surface-toolset.htm,Triangulated Surface,"Provides analysis tools that enable the determination of surface properties of TIN, terrain, and LAS datasets, such as contours, slope, aspect, hillshade, difference calculation, volumetric computations, and outlier detection.",3D Analyst toolbox
Interpolate Polygon To Multipatch,Creates surface-conforming  multipatch features by draping polygon features over a surface.,/en/pro-app/2.7/tool-reference/3d-analyst/an-overview-of-the-triangulated-surface-toolset.htm,Triangulated Surface,"Provides analysis tools that enable the determination of surface properties of TIN, terrain, and LAS datasets, such as contours, slope, aspect, hillshade, difference calculation, volumetric computations, and outlier detection.",3D Analyst toolbox
Locate Outliers,"Identifies anomalous elevation measurements from terrain, TIN, or LAS datasets that exceed a defined range of elevation values or have slope characteristics that are inconsistent with the surrounding surface.",/en/pro-app/2.7/tool-reference/3d-analyst/an-overview-of-the-triangulated-surface-toolset.htm,Triangulated Surface,"Provides analysis tools that enable the determination of surface properties of TIN, terrain, and LAS datasets, such as contours, slope, aspect, hillshade, difference calculation, volumetric computations, and outlier detection.",3D Analyst toolbox
Polygon Volume,Calculates the volume and surface area between a polygon of a constant height and a surface.,/en/pro-app/2.7/tool-reference/3d-analyst/an-overview-of-the-triangulated-surface-toolset.htm,Triangulated Surface,"Provides analysis tools that enable the determination of surface properties of TIN, terrain, and LAS datasets, such as contours, slope, aspect, hillshade, difference calculation, volumetric computations, and outlier detection.",3D Analyst toolbox
Surface Aspect,"Creates polygon features that represent aspect measurements derived  from a TIN, terrain, or LAS dataset surface.",/en/pro-app/2.7/tool-reference/3d-analyst/an-overview-of-the-triangulated-surface-toolset.htm,Triangulated Surface,"Provides analysis tools that enable the determination of surface properties of TIN, terrain, and LAS datasets, such as contours, slope, aspect, hillshade, difference calculation, volumetric computations, and outlier detection.",3D Analyst toolbox
Surface Contour,"Creates contour lines derived from a terrain, TIN, or LAS dataset surface.",/en/pro-app/2.7/tool-reference/3d-analyst/an-overview-of-the-triangulated-surface-toolset.htm,Triangulated Surface,"Provides analysis tools that enable the determination of surface properties of TIN, terrain, and LAS datasets, such as contours, slope, aspect, hillshade, difference calculation, volumetric computations, and outlier detection.",3D Analyst toolbox
Surface Difference,"Calculate the displacement between two surfaces to determine where one is above, below or the same as the other surface.",/en/pro-app/2.7/tool-reference/3d-analyst/an-overview-of-the-triangulated-surface-toolset.htm,Triangulated Surface,"Provides analysis tools that enable the determination of surface properties of TIN, terrain, and LAS datasets, such as contours, slope, aspect, hillshade, difference calculation, volumetric computations, and outlier detection.",3D Analyst toolbox
Surface Slope,Creates polygon features that represent ranges of slope values for triangulated surfaces.,/en/pro-app/2.7/tool-reference/3d-analyst/an-overview-of-the-triangulated-surface-toolset.htm,Triangulated Surface,"Provides analysis tools that enable the determination of surface properties of TIN, terrain, and LAS datasets, such as contours, slope, aspect, hillshade, difference calculation, volumetric computations, and outlier detection.",3D Analyst toolbox
Construct Sight Lines,Creates line features that represent sight lines from one or more observer points to features in a  target feature class.,/en/pro-app/2.7/tool-reference/3d-analyst/an-overview-of-the-visibility-toolset.htm,Visibility,"Features tools that enable visibility analysis to be performed using various types of observer features and obstruction sources that  include surfaces, multipatches, which are great for representing structures like buildings, and 3D features.",3D Analyst toolbox
Intervisibility,Determines the visibility of sight lines using  potential obstructions defined by any combination of  3D features and surfaces.,/en/pro-app/2.7/tool-reference/3d-analyst/an-overview-of-the-visibility-toolset.htm,Visibility,"Features tools that enable visibility analysis to be performed using various types of observer features and obstruction sources that  include surfaces, multipatches, which are great for representing structures like buildings, and 3D features.",3D Analyst toolbox
Line Of Sight,Determines the visibility of sight lines over obstructions consisting of a surface and an optional multipatch dataset.,/en/pro-app/2.7/tool-reference/3d-analyst/an-overview-of-the-visibility-toolset.htm,Visibility,"Features tools that enable visibility analysis to be performed using various types of observer features and obstruction sources that  include surfaces, multipatches, which are great for representing structures like buildings, and 3D features.",3D Analyst toolbox
Observer Points,Identifies which observer points are visible from each raster surface location.,/en/pro-app/2.7/tool-reference/3d-analyst/an-overview-of-the-visibility-toolset.htm,Visibility,"Features tools that enable visibility analysis to be performed using various types of observer features and obstruction sources that  include surfaces, multipatches, which are great for representing structures like buildings, and 3D features.",3D Analyst toolbox
Skyline,Generates a line or multipatch feature class containing the results from a skyline or silhouette analysis.,/en/pro-app/2.7/tool-reference/3d-analyst/an-overview-of-the-visibility-toolset.htm,Visibility,"Features tools that enable visibility analysis to be performed using various types of observer features and obstruction sources that  include surfaces, multipatches, which are great for representing structures like buildings, and 3D features.",3D Analyst toolbox
Skyline Barrier,Generates a multipatch feature class representing a skyline barrier or shadow volume.,/en/pro-app/2.7/tool-reference/3d-analyst/an-overview-of-the-visibility-toolset.htm,Visibility,"Features tools that enable visibility analysis to be performed using various types of observer features and obstruction sources that  include surfaces, multipatches, which are great for representing structures like buildings, and 3D features.",3D Analyst toolbox
Skyline Graph,Calculates sky visibility and generates an optional table and polar graph.,/en/pro-app/2.7/tool-reference/3d-analyst/an-overview-of-the-visibility-toolset.htm,Visibility,"Features tools that enable visibility analysis to be performed using various types of observer features and obstruction sources that  include surfaces, multipatches, which are great for representing structures like buildings, and 3D features.",3D Analyst toolbox
Sun Shadow Frequency,Calculates the number of times a fixed position on a surface has its direct sight line to the sun obstructed by multipatch features.,/en/pro-app/2.7/tool-reference/3d-analyst/an-overview-of-the-visibility-toolset.htm,Visibility,"Features tools that enable visibility analysis to be performed using various types of observer features and obstruction sources that  include surfaces, multipatches, which are great for representing structures like buildings, and 3D features.",3D Analyst toolbox
Sun Shadow Volume,Creates closed volumes that model shadows cast by each feature using sunlight for a given date and time.,/en/pro-app/2.7/tool-reference/3d-analyst/an-overview-of-the-visibility-toolset.htm,Visibility,"Features tools that enable visibility analysis to be performed using various types of observer features and obstruction sources that  include surfaces, multipatches, which are great for representing structures like buildings, and 3D features.",3D Analyst toolbox
Viewshed,Determines the raster surface locations visible to a set of observer features.,/en/pro-app/2.7/tool-reference/3d-analyst/an-overview-of-the-visibility-toolset.htm,Visibility,"Features tools that enable visibility analysis to be performed using various types of observer features and obstruction sources that  include surfaces, multipatches, which are great for representing structures like buildings, and 3D features.",3D Analyst toolbox
Viewshed 2,Determines the raster surface locations visible to a set of observer features using geodesic methods,/en/pro-app/2.7/tool-reference/3d-analyst/an-overview-of-the-visibility-toolset.htm,Visibility,"Features tools that enable visibility analysis to be performed using various types of observer features and obstruction sources that  include surfaces, multipatches, which are great for representing structures like buildings, and 3D features.",3D Analyst toolbox
Visibility,"Determines the raster surface locations visible to a set of observer features, or identifies which observer points are visible from each raster surface location.",/en/pro-app/2.7/tool-reference/3d-analyst/an-overview-of-the-visibility-toolset.htm,Visibility,"Features tools that enable visibility analysis to be performed using various types of observer features and obstruction sources that  include surfaces, multipatches, which are great for representing structures like buildings, and 3D features.",3D Analyst toolbox
Clip,Extracts input features that overlay the clip features.,/en/pro-app/2.7/tool-reference/analysis/an-overview-of-the-extract-toolset.htm,Extract,GIS datasets often contain more data than you need. The Extract tools let you select features and attributes in a feature class or table based on a query (SQL expression) or spatial and attribute extraction. The output features and attributes are stored in a feature class or table.,Analysis toolbox
Select,"Extracts features from an input feature class or input feature layer, typically using a select or Structured Query Language (SQL) expression, and stores them in an output feature class.",/en/pro-app/2.7/tool-reference/analysis/an-overview-of-the-extract-toolset.htm,Extract,GIS datasets often contain more data than you need. The Extract tools let you select features and attributes in a feature class or table based on a query (SQL expression) or spatial and attribute extraction. The output features and attributes are stored in a feature class or table.,Analysis toolbox
Split,Splits an input with overlaying features to  create a subset of output feature classes.,/en/pro-app/2.7/tool-reference/analysis/an-overview-of-the-extract-toolset.htm,Extract,GIS datasets often contain more data than you need. The Extract tools let you select features and attributes in a feature class or table based on a query (SQL expression) or spatial and attribute extraction. The output features and attributes are stored in a feature class or table.,Analysis toolbox
Split By Attributes,Splits an input dataset by unique attributes.,/en/pro-app/2.7/tool-reference/analysis/an-overview-of-the-extract-toolset.htm,Extract,GIS datasets often contain more data than you need. The Extract tools let you select features and attributes in a feature class or table based on a query (SQL expression) or spatial and attribute extraction. The output features and attributes are stored in a feature class or table.,Analysis toolbox
Table Select,Selects table records matching a Structured Query Language (SQL) expression and writes them to an output table.,/en/pro-app/2.7/tool-reference/analysis/an-overview-of-the-extract-toolset.htm,Extract,GIS datasets often contain more data than you need. The Extract tools let you select features and attributes in a feature class or table based on a query (SQL expression) or spatial and attribute extraction. The output features and attributes are stored in a feature class or table.,Analysis toolbox
Apportion Polygon,"Summarizes the attributes of an input polygon layer based on the
spatial overlay of a target polygon layer and assigns the summarized attributes to the target polygons. The target polygons have summed numeric attributes derived from the input polygons that each target overlaps. This process is
typically known as apportioning or apportionment.",/en/pro-app/2.7/tool-reference/analysis/an-overview-of-the-overlay-toolset.htm,Overlay,"The Overlay toolset contains tools to overlay multiple feature classes to combine, erase, modify, or update spatial features, resulting in a new feature class. New information is created when overlaying one set of features with another. All of the overlay operations involve joining two sets of features into a single set of features to identify spatial relationships between the input features.",Analysis toolbox
